Search keyword report
"February 1, 2026 - May 27, 2026 compared to October 8, 2025 - January 31, 2026"
Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Quality Score,Currency code,Cost / conv.,Cost / conv. (Compare to),Cost / conv. (Change),Cost / conv. (Change %),Cost,Cost (Compare to),Cost (Change),Cost (Change %),Conversions,Conversions (Compare to),Conversions (Change),Conversions (Change %),Conv. rate,Conv. rate (Compare to),Conv. rate (Change),Conv. rate (Change %),Search impr. share,Search impr. share (Compare to),Search impr. share (Change),Search impr. share (Change %),Conv. value / cost,Conv. value / cost (Compare to),Conv. value / cost (Change),Conv. value / cost (Change %),Conv. value,Conv. value (Compare to),Conv. value (Change),Conv. value (Change %),Avg. CPC,Avg. CPC (Compare to),Avg. CPC (Change),Avg. CPC (Change %),Clicks,Clicks (Compare to),Clicks (Change),Clicks (Change %),Impr.,Impr. (Compare to),Impr. (Change),Impr. (Change %),CTR,CTR (Compare to),CTR (Change),CTR (Change %),Final URL,Original conv. value,Original conv. value (Compare to),Original conv. value (Change),Original conv. value (Change %)
Enabled,[agility classes for dogs],Exact match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Agile Dog Training,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,[agility classes for dogs near me],Exact match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Agile Dog Training,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,[agility classes near me],Exact match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Agile Dog Training,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,dog agility course near me,Broad match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Agile Dog Training,Not eligible,low quality; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,[group dog training classes],Exact match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Dog Training Classes,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,dog agility near me,Broad match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Agile Dog Training,Not eligible,low quality; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,dog obedience classes,Broad match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Dog Training Classes,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,dog agility course,Broad match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Agile Dog Training,Not eligible,low quality; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,"""dog school""",Phrase match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Dog Training Classes,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,[puppy training classes],Exact match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Dog Training Classes,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,[dog school near me],Exact match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Dog Training Classes,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,dog training school,Broad match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Dog Training Classes,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,dog agility classes near me,Broad match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Agile Dog Training,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,group dog training,Broad match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Dog Training Classes,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,dog agility courses near me,Broad match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Agile Dog Training,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,dog agility training,Broad match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Agile Dog Training,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,[canine agility training],Exact match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Agile Dog Training,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,dog agility training near me,Broad match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Agile Dog Training,Not eligible,low quality; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,[best board and train for dogs],Exact match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Dog Board And Train,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,board and train,Broad match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Dog Board And Train,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,[board and train cost],Exact match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Dog Board And Train,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,[2 week dog training],Exact match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Dog Board And Train,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,puppy training,Broad match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Puppy Training,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,[dog training in maryland],Exact match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Professional Dog Training,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,[dog training rockville],Exact match,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,Professional Dog Training,Not eligible,ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +dogizone local,Broad match,ET | Search | BOFU | Branded | Target ROAS | Business Term | Phone + LeadForm | Rockville MD,ET | DogiZone Branded KW | Pet In-Market Signals | Target ROAS,Paused,paused; rarely served, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +dogizone dogs,Broad match,ET | Search | BOFU | Branded | Target ROAS | Business Term | Phone + LeadForm | Rockville MD,ET | DogiZone Branded KW | Pet In-Market Signals | Target ROAS,Paused,paused; rarely served, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,"""dogizone rockville md""",Phrase match,ET | Search | BOFU | Branded | Target ROAS | Business Term | Phone + LeadForm | Rockville MD,ET | DogiZone Branded KW | Pet In-Market Signals | Target ROAS,Paused,paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,certified +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,short term +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,[doggy day care],Exact match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,[dog daycare],Exact match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,"""dog daycare""",Phrase match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,outdoor +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,[dog day care],Exact match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +dog +daycare lodging.,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; rarely served; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,fun +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +dog +daycare care,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,experts +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,all size +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; rarely served; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,largest +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,large bread +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; rarely served; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +dog +day +care,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,small bread +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; rarely served; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,no reservations +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; rarely served; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,clean +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,overnight +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Dog Daycare,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
